stroke_id,skeleton_length,num_skeleton_points,area,perimeter,scale,compactness,circularity,aspect_ratio,fourier_1,fourier_2,fourier_3,fourier_4,convexity,wetness,thickness,avg_gray,color_variance,position_saliency,centroid_x,centroid_y
14,0.05934535227081265,0.01898496240601504,0.005860953920776072,0.0119278248034355,0.05194487822498819,0.5186709488962546,0.27579149293232824,0.5276097282814809,0.0,0.026969150435828523,0.006748489434885262,0.006620226553743306,0.6194581756922262,0.21287778757210107,0.0,0.0,0.0,0.19307281165794427,0.6566037735849056,0.11812297734627833
15,0.025315786733919994,0.012593984962406015,0.001919967663702506,0.006697583052227835,0.016568391250589384,0.555646637671656,0.33492694162540315,0.14339219784589424,0.0,0.05062567004204323,0.05908143170816191,0.02044366636626785,0.5298974649464869,0.5677871384105085,0.0,0.0,0.0,0.30810997731208395,0.9886792452830189,0.1197411003236246
16,0.02115078953948924,0.013721804511278198,0.003839935327405012,0.00873489776425246,0.011217933670764041,0.467293413718285,0.32208147470293824,0.0,0.0,0.5290438738203023,0.04194954456441181,0.12158427984728172,0.5102517477526904,0.4402676485624245,0.0,0.0,0.0,0.11004273074574232,0.3433962264150943,0.13106796116504854
17,0.04361879525083719,0.0193609022556391,0.001414713015359741,0.011175244659569273,0.033572803069463766,0.3135648453417964,0.18813027981794356,0.2563080876385941,0.0,0.06648605727673479,0.02313436958352998,0.015887959055632773,0.35928992089509676,0.309190786337426,0.0,0.0,0.0,0.08034653826203764,0.17358490566037738,0.15210355987055016
18,0.031091552788155875,0.011278195488721807,0.0017178658043653997,0.007761891990526728,0.026923043835758047,0.6261384537595214,0.2860891422832099,0.38237918504652985,0.0,0.034680587633574095,0.009523896636554445,0.009076928189172133,0.5893818656475105,0.24807320214067086,0.0,0.0,0.0,0.22993483737599255,0.6490566037735849,0.14401294498381878
19,0.038449182046904,0.01541353383458647,0.006770412287793048,0.011213063735996098,0.0336538131159895,0.4964116300287233,0.31828805097474866,0.195172745071509,0.0,0.07422555679099148,0.039321367331111155,0.019868222206460145,0.49216128089785477,0.3569247670465512,0.0,0.0,0.0,0.2639203607788191,0.7169811320754718,0.1504854368932039
20,0.011862104024673921,0.0033834586466165413,0.0025262732417138233,0.0015051602877324509,0.01073356185739334,0.8578515953795836,0.7994489863471481,0.14183360164209546,0.0,0.03704253297448928,0.027795893154727344,0.011010511987470138,0.909294176746263,0.812231849920081,0.0,0.0,0.0,0.09133232367481384,0.22264150943396227,0.1504854368932039
21,0.019773865846040344,0.007330827067669173,0.0008084074373484237,0.004789390626060468,0.011217933670764041,0.4879409167280245,0.3771251080963048,0.07604129839278712,0.0,0.11161496400027408,0.03857259507522014,0.03707048728320585,0.5697978016798524,0.39926616665911696,0.0,0.0,0.0,0.12557585120674888,0.32075471698113206,0.15533980582524273
22,0.03296288667386647,0.010714285714285714,0.0008084074373484237,0.00754146636066722,0.029241367875272394,0.46649643214228104,0.2609222625804045,0.3624636161763522,0.0,0.051658246959807634,0.01566036035644208,0.017461043294549436,0.49523067045342745,0.24512690581406288,0.0,0.0,0.0,0.20467455157420084,0.539622641509434,0.15533980582524273
23,0.013532104429902554,0.0026315789473684214,0.005355699272433307,0.0028811981998931,0.006730760202458427,0.8271960303620793,0.8229601176054713,0.012868527905793986,0.0,0.023552887444261324,0.052947047513677375,0.08019895971145584,0.8916289945508218,0.7971323984615817,0.0,0.0,0.0,0.06554795847325938,0.08301886792452831,0.16666666666666669
24,0.07135566564962004,0.02274436090225564,0.008185125303152789,0.01772804050393488,0.06893131000141314,0.3339524948318385,0.1989663410402225,0.4558207030910871,0.0,0.010511300942482309,0.044394835430705014,0.016625107874488378,0.3763712285211854,0.20450912761840667,0.0,0.0,0.0,0.22021985341817313,0.47924528301886793,0.1877022653721683
25,0.06880575029118002,0.017105263157894738,0.006669361358124494,0.015067267844186745,0.06516203708361665,0.6933506328152117,0.22086824169030805,0.974331566944981,0.0,0.007506005851571658,0.012365284605386696,0.004862426307087593,0.5835760636549501,0.1927246880917758,0.0,0.0,0.0,0.09358451371203164,0.14339622641509434,0.1877022653721683
26,0.03823904840050519,0.0174812030075188,0.005456750202101859,0.01161609596414556,0.03226680201908675,0.44922878375114234,0.2748753095379898,0.1864098947884979,0.0,0.05042322750109541,0.014533005826968929,0.09805716261282402,0.5302822814134067,0.4858248506772105,0.0,0.0,0.0,0.10967730009634842,0.2037735849056604,0.18446601941747573
27,0.05143025392020587,0.017669172932330827,0.0028294260307194837,0.011175244659569273,0.04359445873247255,0.5382136075225836,0.22283230627075223,0.582633699629143,0.0,0.0,0.002591232115729483,0.013914208455534094,0.4960435758131522,0.22495563380563804,0.0,0.0,0.0,0.27568182531905355,0.630188679245283,0.1796116504854369
28,0.02782209046244575,0.008458646616541356,0.003435731608730801,0.005101119465350407,0.017948693873222468,0.8330810853560826,0.4907956454433367,0.23002497346827805,0.0,0.026201170609186787,0.051672267399261416,0.004562706193979612,0.7395754389333098,0.4223701763030442,0.0,0.0,0.0,0.19107993773452603,0.4339622641509434,0.18122977346278318
29,0.038449182046904,0.012593984962406015,0.003334680679062247,0.007450163196094062,0.02910115864488929,0.5600837382667923,0.35646987857000273,0.2891447818551597,0.0,0.05964166832928808,8.559707115370465e-05,0.00887521498426762,0.5858929178978964,0.35164465382350474,0.0,0.0,0.0,0.0803847052181865,0.07547169811320754,0.19417475728155342
30,0.016341750497010095,0.003947368421052633,0.003435731608730801,0.003595959267332501,0.011400844745483439,0.763107082794434,0.6145110787361593,0.0965140056983973,0.0,0.03845956648629306,0.02403977901864406,0.07651946726998536,0.8286670296119847,0.6867646528620703,0.0,0.0,0.0,0.19687380858578443,0.41509433962264153,0.19579288025889968
31,0.26826905242808174,0.07086466165413534,0.05608326596604688,0.08643594586222117,0.28634787147661106,0.14457097003195518,0.06026805896871891,0.786508959661961,0.0,0.02767093518049206,0.024312812397459863,0.007698833044120721,0.16075922673604287,0.0,0.0,0.0,0.0,0.1828383171426561,0.2490566037735849,0.255663430420712
32,0.6362476799891221,0.19417293233082708,0.3115400161681487,0.3468210703137301,0.6837960380658741,0.08558011963114004,0.015647090702617,0.5936773797155108,0.0,0.06354503321072512,0.020146033170056917,0.03528856450512883,0.1145456953939657,0.12064800682618469,0.0,0.0,0.0,0.18351301560731245,0.07924528301886792,0.42880258899676377
33,0.04565409042933206,0.01879699248120301,0.013237671786580436,0.019104078281523718,0.035150265844550055,0.3787178127227358,0.24360720475752126,0.041239132048269594,0.0,0.2893499754138176,0.07416160882289215,0.05687849534436339,0.4529494836313524,0.4239084714393876,0.0,0.0,0.0,0.151189528089295,0.22641509433962265,0.22815533980582525
34,0.018455123378137532,0.007142857142857143,0.0016168148746968473,0.004789390581203196,0.01821762592518053,0.6020702393185331,0.41899452945447974,0.20484598861906417,0.0,0.07709513143373249,0.036925638422709475,0.03382449382358394,0.6276665019752632,0.5439916355201961,0.0,0.0,0.0,0.12187167270415124,0.1320754716981132,0.2411003236245955
35,0.02714301729098602,0.01654135338345865,0.0036378334680679057,0.01161609596414556,0.016999854776812984,0.42844663972877733,0.23211896097757542,0.04752581978242204,0.0,0.029784310486483508,0.09823256647373187,0.07278838049078472,0.49077280235171056,0.4427525868595946,0.0,0.0,0.0,0.2230147012436862,0.35094339622641507,0.24595469255663432
36,0.0788374254778437,0.023872180451127822,0.008791430881164106,0.023619559144721067,0.0891836037662942,0.3286442139324028,0.13657231030058609,0.708163972618189,0.0,0.01562475992064919,0.014293762792766628,0.013023500070833673,0.366395712937385,0.184008386666753,0.0,0.0,0.0,0.3020026491082521,0.44528301886792454,0.27184466019417475
37,0.021344063598840855,0.009774436090225564,0.0009094583670169768,0.004257236067196477,0.016568391250589384,0.5756134950095582,0.41376725657345437,0.1951727137346893,0.0,0.0407937373780455,0.0348271250731313,0.033741795215604796,0.6043859903621669,0.5734527343367734,0.0,0.0,0.0,0.14916856387436805,0.12452830188679245,0.284789644012945
38,0.03164388507080899,0.015037593984962409,0.001414713015359741,0.0090466266035424,0.022840938755627163,0.41513910908452917,0.23679978472710594,0.18015944337965528,0.0,0.01870147672382148,0.029333608914969507,0.04492738954119558,0.4458285477561377,0.3673761251787668,0.0,0.0,0.0,0.390670456721883,0.5358490566037736,0.29611650485436897
39,0.0,0.00037593984962405996,0.007174616006467259,0.002569469270888615,0.0070496563171773205,0.9831148678790962,1.0,0.01858787749854185,0.0,0.3187039667627573,0.1575803702941608,0.4177397078639019,0.9648966901769584,1.0,0.0,0.0,0.0,0.28601400303326924,0.36603773584905663,0.2993527508090615
40,0.012226481390755356,0.008458646616541356,0.001414713015359741,0.003284230158898928,0.006730760202458427,0.5689579607145938,0.5146309457156186,0.027881809980448813,0.0,0.4703582296951158,0.16768698784794478,0.14544617207476443,0.6902272590513832,0.5396651804492304,0.0,0.0,0.0,0.11114492723674492,0.011320754716981131,0.3042071197411003
41,0.08213453798340314,0.0193609022556391,0.01475343573160873,0.022463946952134467,0.08074806502199428,0.343101504066129,0.20821927409177232,0.3917053928018624,0.0,0.03145721544116888,0.011129568100830996,0.01550012096751698,0.3651362986987103,0.3196750547291673,0.0,0.0,0.0,0.366267359726861,0.44528301886792454,0.3300970873786408
42,0.13914454963728573,0.04210526315789474,0.022837510105092967,0.042115844849098964,0.1458141772779958,0.252543937187516,0.10464788212258183,0.6879754428323177,0.0,0.03053308258536807,0.00822259704518247,0.00933679005266445,0.22951279239210465,0.04826381641193993,0.0,0.0,0.0,0.2557792251763381,0.2679245283018868,0.3381877022653722
43,0.009852161488077535,0.0030075187969924823,0.0023241713823767187,0.003945507183049264,0.00841093495346245,0.607430587508418,0.5168505124675626,0.038237938219989526,0.0,0.22538993464521728,0.05666251259004347,0.09560256181919004,0.6935333153196335,0.6123496256414571,0.0,0.0,0.0,0.18707197158296535,0.16981132075471697,0.31715210355987056
44,0.024870618808024075,0.0075187969924812035,0.001515763945028295,0.00500981616620543,0.019741302895060077,0.47749065323472534,0.4008056141733492,0.1672908974868766,0.0,0.11795301332779345,0.023280977986337322,0.05353678577268721,0.5505082349147155,0.49322789602086325,0.0,0.0,0.0,0.26736833299958124,0.3018867924528302,0.32847896440129454
45,0.024870618808024075,0.007706766917293234,0.0023241713823767187,0.007761892080241273,0.019741302895060077,0.5368207436102055,0.3075052466408505,0.1672908974868766,0.0,0.03170836805475051,0.03130844744464003,0.010666666456128241,0.4728879423029067,0.5524522587700851,0.0,0.0,0.0,0.4005609548360084,0.49056603773584906,0.3268608414239482
46,0.009198946231481722,0.0035714285714285718,0.0007073565076798714,0.004751571235632739,0.016568391250589384,0.5569777614941829,0.3739500818595275,0.1951727137346893,0.0,0.10773910478704211,0.021297130505127226,0.08156568751784654,0.5601530182972838,0.555322827372726,0.0,0.0,0.0,0.12387346015416044,0.011320754716981131,0.3365695792880259
47,0.036962984134514924,0.013909774436090226,0.0137429264349232,0.01418556536960599,0.03892996004578574,0.49463226725220083,0.3704260011160771,0.11566971149273747,0.0,0.009921414905321734,0.0325456362853015,0.02466806447714142,0.5798904852195061,0.49174728695213266,0.0,0.0,0.0,0.4915730534815867,0.569811320754717,0.3511326860841424
48,0.01399569147576403,0.0046992481203007525,0.002930476960388036,0.0027520757346067536,0.008974349962535579,0.7973787863939901,0.6692564118362121,0.08364546566532133,0.0,0.1173978637973328,0.024881929473159016,0.008091018774310167,0.820562169626633,0.5910582225043403,0.0,0.0,0.0,0.20175862206902592,0.16981132075471697,0.3446601941747573
49,0.018455123378137532,0.009022556390977446,0.006568310428455942,0.006826705382942366,0.01351299742984946,0.6002666350065855,0.5132035379395897,0.01689806042975739,0.0,0.33224369916871505,0.13103462653611947,0.045811397925453703,0.6625518886781705,0.6395804078146133,0.0,0.0,0.0,0.313661074448405,0.33584905660377357,0.3527508090614887
50,0.04565409042933206,0.016165413533834588,0.008185125303152789,0.0107722126108489,0.040833290665278486,0.6390356051059245,0.3689800432939607,0.3415522470771552,0.0,0.009135698416799419,0.004243005322165364,0.007677163733410833,0.6662456355055371,0.6355682678556407,0.0,0.0,0.0,0.5438104813073279,0.6377358490566037,0.3511326860841424
51,0.004202772851625243,0.0,0.001919967663702506,0.00031172883928994033,0.0,1.0,0.9454138040651093,0.016729085236185853,0.0,0.03663837641288034,0.040225971760674745,0.05163186954844507,1.0,0.8742443726039252,0.0,0.0,0.0,0.24771934583402713,0.23773584905660378,0.3527508090614887
52,0.030050760900846067,0.005075187969924812,0.005557801131770412,0.007579285481951319,0.026087126184001455,0.7928362637981505,0.431117045145374,0.27881816247812763,0.0,0.025563533765495042,0.013287225131803478,0.023028861455358898,0.6847362261324732,0.7968771760407706,0.0,0.0,0.0,0.13386508884780662,0.011320754716981131,0.36569579288025894
53,0.010745909859830031,0.007142857142857143,0.002930476960388036,0.0031929270391830387,0.0044871764942299615,0.6938787443059442,0.6221694087271129,1.7355777343075474e-08,0.0,0.755829367655749,0.13692475913152627,0.013806847039923003,0.7573176884294626,0.5910582225043403,0.0,0.0,0.0,0.3992643239918958,0.44528301886792454,0.36569579288025894
54,0.10145041310571759,0.028195488721804517,0.02475747776879547,0.030446264482806157,0.10515462611075138,0.530289052495321,0.19445527189794284,0.6425845878677072,0.0,0.01716554905836828,0.01677235746523777,0.00931952067446643,0.5201858901104779,0.4551292968132845,0.0,0.0,0.0,0.4682060573596286,0.4981132075471698,0.3899676375404531
55,0.0629825774194652,0.020488721804511282,0.010408245755860954,0.018168891584224807,0.06127602400464572,0.38230974039693405,0.22261104275384208,0.33801926990885395,0.0,0.011667634950884631,0.04367619847069982,0.012918982508240914,0.4039723663795572,0.24111307403980076,0.0,0.0,0.0,0.33882235835700203,0.3547169811320755,0.3786407766990291
56,0.02124753025732324,0.004135338345864661,0.0036378334680679057,0.0029725014093235323,0.011217933670764041,0.8034354314427163,0.6933602128793963,0.10037451141711495,0.0,0.07486327037857854,0.04980828118358205,0.018462008870844655,0.8398517363917699,0.7173382686968959,0.0,0.0,0.0,0.5398453329693487,0.6,0.36893203883495146
57,0.038797836897783704,0.012406015037593986,0.00202101859337106,0.008552291300534321,0.035605861117413526,0.6991978330588884,0.2702246944857551,0.6273408655757873,0.0,0.008382240071409305,0.00755811880959308,0.006653258879712192,0.6044610081224668,0.6575755026499538,0.0,0.0,0.0,0.6095703995566053,0.6867924528301886,0.36569579288025894
58,0.036962984134514924,0.02180451127819549,0.010307194826192401,0.013744714020172433,0.03403820233720036,0.61430599234008,0.3185897317034309,0.1787716934349543,0.0,0.0643141560827478,0.042364487389173436,0.0992011892511132,0.592594562402287,0.4172492727570588,0.0,0.0,0.0,0.23974692957050206,0.19622641509433963,0.38511326860841427
59,0.014680597630440974,0.0030075187969924823,0.0022231204527081647,0.002219921265457307,0.008318819764595857,0.9017388691241306,0.6786566438813049,0.12267998085430737,0.0,0.01976002106121482,0.026579343088066004,0.06865594564403912,0.8449082247670969,0.6042735761756542,0.0,0.0,0.0,0.2523177247652522,0.23018867924528302,0.3737864077669903
60,0.097316545515205,0.032330827067669175,0.015561843168957153,0.03178448354282635,0.09709482244403975,0.35851815705962936,0.12530689524774383,0.5751307921084003,0.0,0.03464361144914033,0.007419997634115805,0.017558454477669513,0.27694710624550023,0.0917966360373572,0.0,0.0,0.0,0.2762768398981934,0.2528301886792453,0.3964401294498382
61,0.07639112319643315,0.057706766917293234,0.04082457558609539,0.05589837790084094,0.06931764791790124,0.30518653797479656,0.10476764460881835,0.01684525867286596,0.0,0.1094013835226516,0.10384196513695448,0.030275543454880833,0.2968988903461723,0.3077992364607996,0.0,0.0,0.0,0.5369147786299783,0.5735849056603773,0.39482200647249194
62,1.0000000000000002,1.0,0.9999999999999999,1.0,1.0,0.008994640658182285,0.0,0.1513310720527506,0.0,0.17899422326952644,0.08153731220172623,0.03518551023361838,0.023215710980976217,0.04449261117019433,0.0,0.0,0.0,0.3524656406781617,0.3886792452830189,0.6084142394822006
63,0.02874148330576283,0.01729323308270677,0.005254648342764753,0.012368676197726329,0.030464870124346642,0.44462838270217325,0.25099717568892477,0.16729093420576696,0.0,0.08928245996418821,0.07850138151556338,0.023180777293316336,0.45245995668493616,0.39755777157981254,0.0,0.0,0.0,0.20981462089001712,0.1320754716981132,0.4223300970873787
64,0.04634008143097145,0.021428571428571432,0.004042037186742118,0.02213006382385086,0.04173073141078829,0.2539772962239244,0.10135801734638304,0.19153594561561677,0.0,0.07792063200577742,0.0844907260378828,0.05049086556424441,0.26231444271505316,0.26725875005508226,0.0,0.0,0.0,0.815552119748427,0.8226415094339623,0.4336569579288026
65,0.009852161488077535,0.004511278195488722,0.0031325788197251424,0.003816384807477464,0.007008019598209958,0.7956703129938181,0.5755832976677816,0.05018727236120102,0.0,0.17978483045536117,0.06457792304226866,0.04131836531977205,0.7542060599545617,0.6057419488058001,0.0,0.0,0.0,0.4849431295349685,0.49056603773584906,0.43203883495145634
66,0.06594141609021456,0.03552631578947369,0.015864995957962813,0.03306921797641293,0.06713297290479317,0.2974071334331101,0.11895364546328546,0.19624507607564684,0.0,0.05385815749003718,0.01902516687793548,0.03288815862382384,0.29058619385721324,0.22486131247620783,0.0,0.0,0.0,0.5096762542709197,0.5094339622641509,0.4482200647249191
67,0.029400151107559024,0.012406015037593986,0.006972514147130154,0.012277372808866807,0.025207541418042982,0.4457625061894363,0.2911559226260096,0.07253173956051764,0.0,0.051044181229387024,0.06479092432788197,0.055325101675029395,0.4712235589194281,0.4814701181221206,0.0,0.0,0.0,0.6261698112994218,0.6339622641509434,0.44336569579288027
68,0.07325776589470151,0.04135338345864662,0.012126111560226353,0.0300967165670894,0.06530921199183864,0.2429937397559901,0.11439256242628902,0.19725343824044866,0.0,0.1293945590074922,0.059403106952116064,0.04405661268709532,0.2645687746315086,0.228745466735355,0.0,0.0,0.0,0.40959263697330317,0.4,0.4449838187702266
69,0.021344063598840855,0.012406015037593986,0.001414713015359741,0.007541466495239039,0.009375799345195418,0.4824349172778912,0.28290246952890274,0.03345818663226785,0.0,0.24629739112533056,0.045721166731987326,0.05125548707223009,0.5081255248392031,0.3905688826190215,0.0,0.0,0.0,0.27186932939112674,0.22264150943396227,0.44660194174757284
70,0.1366413085602759,0.030263157894736846,0.04991915925626515,0.08271086421931688,0.14320932846238993,0.17702151585553894,0.05859608664284956,0.17823514225278014,0.0,0.4090338004128398,0.07948634657713172,0.15911807518766977,0.17473154194431856,0.15933156885457722,0.0,0.0,0.0,0.6233734500498432,0.6188679245283019,0.4741100323624596
71,0.019170246536841698,0.011842105263157897,0.0016168148746968473,0.00935835562226143,0.012760900908333768,0.4140712921928999,0.23458822773243315,0.0427125984603956,0.0,0.20992076126892797,0.10881487246094775,0.06090042746674355,0.45674629013227747,0.33507192731555485,0.0,0.0,0.0,0.7994371884213256,0.7924528301886793,0.470873786407767
72,0.018455123378137532,0.0,0.00101050929668553,0.002349043685886381,0.016568391250589384,0.9390102985593749,0.5716166443535137,0.3764045193454723,0.0,0.030389631915218873,0.003983626848531465,0.005274695790833902,0.8909123542994855,0.8580922736723192,0.0,0.0,0.0,0.15288075039578608,0.011320754716981131,0.4724919093851133
73,0.03990070694491676,0.011278195488721807,0.0021220695230396124,0.00926705232311645,0.03488687123414071,0.5402488572002588,0.2520718754138556,0.4513697811977045,0.0,0.003267723429144335,0.0073721847807420035,0.023539921646726306,0.5457519033835858,0.44563689024023856,0.0,0.0,0.0,0.45005226486590855,0.44528301886792454,0.48058252427184467
74,0.024240451813080155,0.008082706766917292,0.003334680679062247,0.004880693790633628,0.01860049008052224,0.7263700806723419,0.5013187287309303,0.20024209243311514,0.0,0.06764424152796195,0.019638892918221774,0.013092842799899508,0.7241143358009481,0.5086034517346035,0.0,0.0,0.0,0.5053773352527775,0.4981132075471698,0.47734627831715215
75,0.025315786733919994,0.008270676691729324,0.0009094583670169768,0.002752075689749483,0.017560897461200757,0.7994605870000813,0.5262199050833468,0.33458184890188186,0.0,0.04829631371486501,0.013066238986974728,0.01830333772535796,0.7894499651667346,0.4060997469763349,0.0,0.0,0.0,0.9999999999999999,0.9924528301886792,0.47572815533980584
76,0.11537513584370088,0.04003759398496241,0.04749393694421988,0.036117357628304654,0.1174825444788411,0.4860901572525926,0.2599298449279909,0.3579887845833884,0.0,0.0496426509817532,0.0013368186208084242,0.024883630581626848,0.5238475204621471,0.5405430119129045,0.0,0.0,0.0,0.4955735304316748,0.5056603773584906,0.5307443365695793
77,0.038728261491303435,0.010714285714285714,0.0008084074373484237,0.007358859852091811,0.030708929078200657,0.3598939066395997,0.2668961826306723,0.2906468029507738,0.0,0.060217990869716215,0.03184192659749024,0.018544127802160134,0.485831452231609,0.2587981268051934,0.0,0.0,0.0,0.7576755655550923,0.7547169811320755,0.4935275080906149
78,0.012706658635216382,0.003947368421052633,0.0013136620856911887,0.0013760378224461044,0.0022435867341528103,0.7467234727199161,0.7097828722116588,0.015208259678557406,0.0,1.0,1.0,1.0,0.8834158141422477,0.6910911079330362,0.0,0.0,0.0,0.55974096271422,0.5622641509433962,0.5097087378640777
79,0.017306221232488074,0.006390977443609023,0.0008084074373484237,0.003284230293470745,0.014358964176351005,0.5344246966934221,0.4752710883438605,0.1423752408408881,0.0,0.18555672270327536,0.053434222056568934,0.04184701534412589,0.6490993539365266,0.5256874025276483,0.0,0.0,0.0,0.7950158202559884,0.7962264150943397,0.511326860841424
80,0.03257814929840947,0.010902255639097747,0.005860953920776072,0.009487477908118687,0.0336538131159895,0.6470505342577126,0.35488198293650025,0.3159939954690796,0.0,0.0025937464339289493,0.026388211800228725,0.029704392103574027,0.6154191579973984,0.3564270833259695,0.0,0.0,0.0,0.2774703889691636,0.2339622641509434,0.522653721682848
81,0.01590557479969832,0.008834586466165414,0.006669361358124494,0.004789390581203196,0.01286688088254255,0.8616315183724759,0.680678397535325,0.07318978460866712,0.0,0.07466497168325702,0.06773712482804517,0.03982932678657033,0.8169226287275506,0.7819466644233197,0.0,0.0,0.0,0.6417663524850814,0.6490566037735849,0.529126213592233
82,0.028492343378573474,0.010150375939849625,0.011115602263540823,0.009670084326979552,0.02782240301730167,0.6624962601310165,0.4980424549074632,0.11406197850753641,0.0,0.10544621144484183,0.005706486401613758,0.011912191857754861,0.6774460291111006,0.5617535208685206,0.0,0.0,0.0,0.7935472982553914,0.8264150943396227,0.5566343042071198
83,0.001593303782423939,0.0007518796992481208,0.001515763945028295,0.0,0.0022435867341528103,0.9669640790977034,0.9624814189781291,0.05576364920859728,0.0,0.031243385038587042,0.023741170482792676,0.016939267409088632,0.9855693070151539,0.9215469480464855,0.0,0.0,0.0,0.3051905078419895,0.27547169811320754,0.5485436893203883
84,0.017306221232488074,0.008082706766917292,0.0026273241713823774,0.0026607725700335937,0.007641387926257459,0.7498190912441618,0.6578804183527615,0.05936125745601914,0.0,0.058404723955368304,0.07202394486183473,0.035779592143918536,0.7901049589448377,0.7449314377050561,0.0,0.0,0.0,0.26262490923866116,0.2188679245283019,0.5533980582524272
